"District Name in Englsih","Akshaya /CSC Name","Akshaya/CSC Name & Address"
Kannur,Kolachery,"Kolachery - akshaya ekendra co info media computer centre panniankandy kolachery po pin"
Kannur,Kolakkad,"Kolakkad - akshaya e_centrekolakkadkn 1097kolakkad poperavoor(via)kannur"
Kannur,Kolappa,"Kolappa - akshaya e kendra, kolappa, irikkur p o, kannur dist - 670593"
Kannur,Kolassery,"Kolassery - jeena building opp: phc kolassery ummenchira(po) thalassery-670649"
Kannur,"Kolassery Blocked Centre","Kolassery Blocked Centre - akshaya ekendrakolassery thalassery"
Kannur,Kolathuvayal,"Kolathuvayal - akshaya e_ centreanchampeedika junctionanchampeedika (p.o)670331"
Kannur,Kolayad,"Kolayad - akshaya e_ kendramariya complexkolayad p.o670650"
Kannur,Koodali,"Koodali - akshaya koodali"
Kannur,KOOLIBAZAR,"Koolibazar - akshaya e-kendra, koolibazaar, vadakkumbad.po, pin-670105"
Kannur,"KOOLIBAZAR Blocked Centre","Koolibazar Blocked Centre - akshaya e kendram kn koolibazar vadakkumbad .p.o"
Kannur,Koorara,"Koorara - akshaya e centre koorara po pin-670694"
Kannur,"Koothuparamba Town","Koothuparamba Town - akshaya e_kendrasyndicate bank buildingkoothuparambu townkoothuparambu p.o670643"
Kannur,Korom,"Korom - po chalakode, via payyanur,pin 670307"
Kannur,Kottayampoyil,"Kottayampoyil - akshaya e_kendrakottayam poil p.othalasserypathayakunnu via"
Kannur,Kottila,"Kottila -"
Kannur,Kottiyoor,"Kottiyoor - akshaya e_ kendra,kottiyoor (po)pin_ 670651"
Kannur,Kovappram,"Kovappram - akshaya e-centrekn 1009near rly gate, thara , cherukunnu"
Kannur,KOYYODE,"Koyyode - near block office, chala east, po chala east, kannur"
Kannur,"Koyyode Blocked Centre","Koyyode Blocked Centre - akshaya ekendra koyyode koyyode p.o"
Kannur,KUDIYANMALA,"Kudiyanmala - akshaya e-kendrakudiyanmalakudiyanmala (p.o)kannur670582"
Kannur,"Kudiyanmala Blocked Centre","Kudiyanmala Blocked Centre - akshaya e kendra kudiyanmala kudiyanmalap.o kannur"
Kannur,KUDUKKIMETTA,"Kudukkimetta - akshaya e kendra,kudukimettazain complexnr. munderi panchayath officekudukkimetta"
Kannur,Kudukkimotta,"Kudukkimotta - akshaya ekendra chaithrapuram complex kudukkimotta kanhirode p.o"
Kannur,kundayamkoval,"Kundayamkoval - akshaya e-kendra, kundayam koval, near juma masjid"
Kannur,Kunhippally,"Kunhippally - akshaya e_kendranear badar palliathazhakunnukottali p.o670016"
Kannur,Kunnaru,Kunnaru
Kannur,"Kurichiyl Salafi Centre Punnol","Kurichiyl Salafi Centre Punnol - akshaya e_kendrakurichiyil p.othalassery"
Kannur,Kuttimavinkeezhil,NA
Kannur,Kuttiyodi,"Kuttiyodi - akshaya e_kendrakottayodipathayakunnu p.o670691"
Kannur,Kuttur,"Kuttur - akshaya e _ kendra, kuttur,kuttur(po), mm bazar, kannur"
Kannur,Kuttyattur,"Kuttyattur - pavannoormotta, pavannoormotta p o, kannur, pin 670602."
Kannur,"Kuzhiyil peedika","Kuzhiyil Peedika - cheriyaveettil, keezhathur, pathiriyad (po), 670741 ( manager, vintco ltd, mambaram, mambaram(po), 670741)"
Kannur,Madapeedika,"Madapeedika - akshaya e-kendra madapeedika, p.o.paral thalassery"
Kannur,Madathil,"Madathil - akshaya ecentre madathil iritty po pin"
Kannur,Malapattam,"Malapattam - akshaya e-kendramalappattam centremalappattam p.okannur-670631"
Kannur,"Maloor City","Maloor City - akshaya e_ kendramaloor city maloor p.o"
Kannur,Manakkadavu,"Manakkadavu - akshaya ekendra manakkadavu p o manakkadavu"
Kannur,"Manantheri Sathram","Manantheri Sathram - sheena nivas, manamtheri post, koothuparamba, kannur"
Kannur,MANGATTIDAM,"Mangattidam - akshaya e kendram, mangattidam, deshabandhu, vayanashala, ayyappanthod pin-670643, kannur"
Kannur,Manikkadavu,"Manikkadavu - kunbumbidukka, paikkalam, kannur"
Kannur,Manjodi,"Manjodi - akshaya ekendra cityman,shopping complex,manjody thalassery."
Kannur,Manna,"Manna - akshaya e_kendranear govt,hospitalmanna, taliparamba"
Kannur,MARAKKARKANDY,"Marakkarkandy - akshaya e centre,marakkar kandy,oposit nns auditorium, thayyil (po), kannur - 670003"
Kannur,MARUTHAYI,"Maruthayi - akshaya centre maruthayi p.o, porora, via mattanur,pin.670702"
Kannur,"MARUTHAYI Blocked Centre","Maruthayi Blocked Centre - room no. maruthayi via mattanur p o porora"
Kannur,Mathamangalam,"Mathamangalam - akshaya e _ kendra, mathamangalam mathamangalam(po),payyannur, kannur"
Kannur,Mathil,"Mathil - chedambath house kandankali po payyannur via kannur"
Kannur,Mathukoth,"Mathukoth - akshaya e_kendramathukothvaram p.o670594"
Kannur,"Matool Central","Matool Central - akshaya ekendra mattool central mattool po payyannur"
Kannur,"Matool South","Matool South"
Kannur,"Mattannur Town","Mattannur Town - mattannur"
Kannur,Mazhoor,"Mazhoor - akshaya e _ kendra, poovampo pallivayalthalipparamba viakannur"
Kannur,"MEKKUNNU OLIPPIL","Mekkunnu Olippil - akshaya e-kendramekkunnu(olippil)othayoth shope buildingsnear balan peedika bus stoppuliyanambram(po)670675"
Kannur,"Moonu Nirathe","Moonu Nirathe - akshaya e_kendramoonnu nirathazhikode p.o670009"
Kannur,Mooriyad,"Mooriyad - akshaya e-centre, mooriyad po, kuthuparamba, 670643"
Kannur,Morazha,"Morazha - muncipal shopping complex, dharmasala p o kannur univercity"
Kannur,Mullakkodi,"Mullakkodi - akshaya e-kendrea, mayyil"
Kannur,Munderimotta,"Munderimotta - akshaya e centre, munderimotta, munderi (po), kannur _670591"
Kannur,Munnampalam,"Munnampalam - akshaya e-kendra, moonam palam, main road peralassery, 670623"
Kannur,MUTTAM,"Muttam - muttam, vengara(po),kannur(dist)670305"
Kannur,"Muttam Blocked Centre","Muttam Blocked Centre - akshaya ekendranearmadayi service bank muttam vengarapo"
Kannur,Muzhakkunnu,"Muzhakkunnu - akshaya e-kendra muzhakkunnu muzhakkunnu p o kannur 670673"
Kannur,MUZHAPPALA,"Muzhappala - akshaya e-kendramuzhappala, muzhappala(po)chakkarakkal, 670611"
Kannur,MUZHAPPILANGAD,"Muzhappilangad - akshaya e-centre,nr edakkad rly gate, kulam bazar, muzhappilangad"
Kannur,NADAL,"Nadal - akshaya e-centrenadalnear panchayath officethottada p.o."
Kannur,NADUVIL,"Naduvil - near panchayath office, naduvil p o, naduvil"
Kannur,"Naduvil Town Blocked Centre","Naduvil Town Blocked Centre - akshaya ekendra co skynet computers naduvil po naduvil town chempanthotty road kannur"
Kannur,Narangapuram,"Narangapuram - akshaya e_kendrasanthosh buildingnew bus standthalassery"
Kannur,Narath,"Narath - akshaya e-centernarath, narath (po), 670601kannur"
Kannur,Nellunni,"Nellunni - akshaya ekendranellunni mattannur"
Kannur,Neruvanbram,"Neruvanbram - akshaya e_kendrapanchayathbuildingp.o.ezhome_ 670334"
Kannur,"Netaji Arts & Sports club","Netaji Arts & Sports Club - kannoth puzhakkal housepo. muzhappilangadnear. kannanvayal, kannur _ 670662"
Kannur,Nidiyenga,"Nidiyenga - akshaya e_kendrapentec, city centre, sreekandapuram"
Kannur,Nidumpoyil,"Nidumpoyil - akshaya e-kendrapanchayath complexnidumpoyil"
Kannur,Niduvalur,"Niduvalur - akshya e center, near community hall, chengalayi gp, valakkai, koyyam p.o-670142"
Kannur,"NR EDAKKAD RLY GATE","Nr Edakkad Rly Gate - akshaya e-centre, nr edakkad rly gate, muzhappilangad"
Kannur,Olavilam,"Olavilam - akshaya e-kendra, olavilam, narayanaparamba, 673313"
Kannur,Onakkunnu,"Onakkunnu - akshaya e _ kendra, onakkunnu, karivellur(po)kannur _ 670521"
Kannur,"Onden Road","Onden Road - akshaya e centre,elight complex, near malabar gold, nethaji road, kannur-1"
Kannur,"Onden Road Blocked Centre","Onden Road Blocked Centre - akshaya ekendra elite complex near saree park nethaji road kannur"
Kannur,Padiyoor,"Padiyoor - akshaya e_ kendrapadiyoorpadiyoor (po)pin _ 670703"
Kannur,Paisakkari,"Paisakkari - akshya e center, first floorthattarappallil complexchandanakamparakannur - 670633"
Kannur,Pallikkunnu,"Pallikkunnu - akshaya e kendra ambika complex ist floor govtwomens college pallikunnu"
Kannur,PALLIPARAMBA,"Palliparamba - akshaya centre, opposite govt. l.p school perumachery,pallipparamba, (p.o)kolachery,670601"
Kannur,Palottupalli,"Palottupalli - akshaya e-centre , no:knr208 palottupalli, mattanur muncipality"
Kannur,"PALOTTUPALLI Blocked Centre","Palottupalli Blocked Centre - akshaya ekendrapalottupallynr court mattanur"
Kannur,"Panchayath Cultural Centre Pala","Panchayath Cultural Centre Pala - akshay e- kendra pala, sankaranellur(po) kuthuparamba (via) 670643(pin)"
Kannur,"Pan Cultural Centre","Pan Cultural Centre - akshaya e_kendrapan. cultural centrekn 1138"
Kannur,PANNIYANNUR,"Panniyannur - akshaya e kendra,po panniyannur,670671"
Kannur,Pannyannur,"Pannyannur -"
Kannur,"Pan. Off CDS Room","Pan. Off Cds Room - shyja nivas, ayithara mambaram p.o, koothuparamba _ 670 643"
Kannur,PANOOR,"Panoor - akshaya e-kendra, panoorpanchayath shopping complexpanoor, 670692"
Kannur,"Panoor Blocked Centre","Panoor Blocked Centre - akshaya ekendra puthoor road panoor"
Kannur,PappinisseriWest,"Pappinisseriwest - akshaya e _ kendra,haji rd, pappinissery west(p o),kannur"
Kannur,Parad,"Parad - akshaya e_kendraa _ 1_ shopping complexparad, thoovakunnu p.o670693"
Kannur,PARAPPOOL,"Parappool - parappool junction ariyil p o via. pattuvam kannur dt"
Kannur,Parassinikkadavu,"Parassinikkadavu - akshaya e_janasevana kendramunicipal busstand shopping complexparassinikkadavu popin 670563"
Kannur,Paravoor,"Paravoor - akshaya e centre, paravoor, panappuzha po, kannur - 670306"
Kannur,Pathippalam,"Pathippalam - akshaya e_kendrapathipalampathayakunnu p.o670691"
Kannur,Payyannur,"Payyannur - kn akshaya ekendra payyanur kannurdist"
Kannur,Payyavoor,"Payyavoor - akshaya e_kendranear siva templepayyavoor p.osreekandapuram via"
Kannur,Peralassery,"Peralassery - akshaya e_kendranear a.k.g.higher secondary schoolmain road peralassery670622"
Kannur,Peravoor,"Peravoor - akshaya e-kendraperavoor, peravoor busstand"
Kannur,PERINGATHUR,"Peringathur - nam higher secondary school road, peringathur, pin 670675"
Kannur,Peringome,"Peringome -"
Kannur,Perumbadavu,"Perumbadavu - akshaya e kendra malabar complex perumbadavu p.o karippal"
Kannur,Peruvalathparamba,"Peruvalathparamba -"
Kannur,Pilathara,"Pilathara - akshaya e_centrepilathara busstandp.o.pilathara 670501"
Kannur,Pinarayi,"Pinarayi - akshaya e_centrec/o hexa soft solutionspanchayath roadpo pinarayikannur (dt) _ 670 741"
Kannur,Pokkund,"Pokkund - akshaya e-centre, pokkund, kurumathur po, kannur pin 670142"
Kannur,"Pokkund Blocked Centre","Pokkund Blocked Centre -"
Kannur,"Ponniam Seramby","Ponniam Seramby - akshaya e_kendraponniam serambykathiroor p.o"
Kannur,Poopparamba,"Poopparamba - akshaya e_kendrakn 1033chemperi popin 670632"
Kannur,POOTHAPPARA,"Poothappara - akshaya ekendra poothappara azhikkode near new electricity board"
Kannur,Porakkunnu,"Porakkunnu - akshaya e centre aravanchal (po), payyannur(via) 670507(pin)"
Kannur,Pulingome,"Pulingome - eyomkalayil house, pakkanjikkadu, cherupuzha (po)"
Kannur,PUTHIYANGADI,"Puthiyangadi - akshaya kendra reg kn990,mottambrum puthiyangadi"
Kannur,"Puthiyangadi Blocked Centre","Puthiyangadi Blocked Centre - akshaya ekendra madayi po payyannur"
Kannur,Puthiyatheru,"Puthiyatheru - akshsys e-kendra2nd floor,bismilla complexputhiyatheru, po-chirakkalkannur-11,"
Kannur,Puthusserimukku,"Puthusserimukku - akshaya e_kendrakariyadkariyad p.o"
Kannur,"RAILWAY GATE","Railway Gate - akshaya e-kendrarailway gatepayyannur"
Kannur,Ramanthalli,"Ramanthalli - akshaya e_kendramvillage office road,ramanthali"
Kannur,Sivapuram,"Sivapuram - akshaya ekendra sivapuram near sivapuram high school"
Kannur,SIVAPURAM,"Sivapuram - akshaya e-kendra, sivapuram(po),mattanur(via),near,k.s.e.b office"
Kannur,"South Naravoor","South Naravoor - akshaya e centre,kn 1173.south naravoor sree narayana gurudeva smaraka vayanasala and grandhalayam,naravoor para kuthuparamba 670 643"
Kannur,Sreestha,"Sreestha - akshaya e_centrepariyaram medical college p.o.kannur (dt)"
Kannur,TALAKODE,"Talakode - akshaya e center , near navodhaya vayanasala, thalakode , malappattam (po),kannur (dt) , 670631"
Kannur,Thalap,"Thalap - akshaya e_kendrasathysree complexparakandykannur_ 1"
Kannur,"Thalassery Old Bus stand","Thalassery Old Bus Stand - akshaya ekendra near civil station old bus stand thalassery"
Kannur,Thana,"Thana - akshaya e_kendraopp. mathrubhumithana, kannur"
Kannur,Thattari,"Thattari - akshaya e_ kendrathattarianjarakandy p.o"
Kannur,Thavam,"Thavam - akshaya e _ kendra, new cherukunnu service co_operative bank evening branch, koovapram, cherukunnu (po), kannur"
Kannur,THAYATHERU,"Thayatheru - akshaya e-kendranear javahar public laibrarykannur townkannur 670002"
Kannur,"Thazhe Champad","Thazhe Champad - akshaya e-kendra, thazhe champad champad,thalassery, kannur pin-670694"
Kannur,"THAZHE CHOVA","Thazhe Chova - akshyathazhe chovakappad roadkannur 670018"
Kannur,"Thazhe Chovva Blcoked Centre","Thazhe Chovva Blcoked Centre - akshaya ekendra thazhe chovva chovva p.o"
Kannur,THEKKEMPOYIL,"Thekkempoyil - uliyil p o, thekkempoyil mattannur (via) ,pin 670702"
Kannur,Thekkumbad,"Thekkumbad - akshya e-centre, nr.maveli store, andm koval, kunhimangalam, 670309"
Kannur,Therthalli,"Therthalli - akshaya e_ centrekarakat buildingtherthally670571"
Kannur,Thondiyil,"Thondiyil - akshaya e-kendra thondiyil (po) peravoor(via), kannur 670673 (pin)"
Kannur,Thottada,"Thottada - thiruvathira building ,opp. polytechnic college,p.o.thottada, kannur - 670 011"
Kannur,Thrikkannapuram,"Thrikkannapuram - akshaya e_kendra11nd floorbus stand buildingkoothuparambakoothuparamba p.o"
Kannur,Thulichery,"Thulichery - akshaya e_kendraist floorzain complexchettipeedikakannur _670004"
Kannur,Udayagiri,"Udayagiri - akshaya e_kendraudayagirikarthikapuram(po), alakode(via), kannur _ 670571"
Kannur,Ulikkal,"Ulikkal - myalil house, ulikkal p.o., _ 670 705"
Kannur,Uruvachal,"Uruvachal - akshya centreuruvachalmattannur"
Kannur,VADAKKUMBAD,"Vadakkumbad - akshaya e-centre, vadakkumbad p o,ramanthali"
Kannur,"Vadakkumbad Blocked Centre","Vadakkumbad Blocked Centre - akshaya e kendra punnakkadavu vadakkumbad po ramanthali kannur"
Kannur,Valakkai,"Valakkai -"
Kannur,Valapattanam,"Valapattanam - akshaya e- kendra station road valapttanam kannur (dt) 670010"
Kannur,"VALAPATTANAM TOWN","Valapattanam Town - akshaya e-kendravalapattanam town,station road valapattanam, kannur,10"
Kannur,Vallithode,"Vallithode - akshaya ekendra manappallil builiding vallithode p o kiliyanthara"
Kannur,Vankulathuvayal,"Vankulathuvayal - akshaya centre, vankulathuvayal, nr post office, azhikode, kannur"
Kannur,Velam,"Velam - akshaya e kendra secretary mayyil education society mayyil p.o. kannur"
Kannur,Velapuram,"Velapuram - akshaya e _ kendra, keechery, pappinissery (p o _670561kannur"
Kannur,Velimanam,"Velimanam - akshaya e_centrearalamkeezhpally (p o), aralam"
Kannur,Vellora,"Vellora - akshaya ekendra vellora p o vellora"
Kannur,Vellur,"Vellur - near vellur service co operative bank.vellur"
Kannur,Vengara,"Vengara - akshaya e _ kendra, vengara(po), kannur - 670305"
Kannur,"VENUS CORNER","Venus Corner - akshaya e-center venus corner,room no 50/125city center, 670101"
Kannur,"Venus Corner Blocked Centre","Venus Corner Blocked Centre - akshaya e kendra thalasseri social service socityvenus corner thalasser"
Kasaragod,Adkasthala,"Adkasthala - akshaya centr adukasthala"
Kasaragod,Adoor,"Adoor - akshaya centre adoor"
Kasaragod,"Adukkathubail Junction","Adukkathubail Junction - akshaya e centre adkathbail kasaragod"
Kasaragod,"Akshaya Kasargod","Akshaya Kasargod"
Kasaragod,Ambalathara,"Ambalathara - akshaya centre ambalathara"
Kasaragod,"Anagoor Junction","Anagoor Junction - akshaya centre anangoor kasargod"
Kasaragod,Angadipadavu,"Angadipadavu - akshaya centre angadipadavu"
Kasaragod,Arangadi,"Arangadi - akshaya centre, arangadi"
Kasaragod,ARIKADY,"Arikady - akshaya e centre, near nh 66, arikady junction po, kumbla pin-671321, kasaragod"
Kasaragod,"Arikady Blocked Centre","Arikady Blocked Centre - akshaya centre arikkady"
Kasaragod,"Bakery Junction Blocked Centre","Bakery Junction Blocked Centre - akshaya janasevana kendra bakery junction post vorkkadymanjeshwar"
Kasaragod,BAKKIRIMUKKU,"Bakkirimukku - akshaya bakkirimukku,elambachi p o,671311"
Kasaragod,Bakrabail,"Bakrabail - akshaya centre bakribail"
Kasaragod,"Bakrimukk Blocked Centre","Bakrimukk Blocked Centre - akshaya centre bakrimuk"
Kasaragod,Balal,"Balal - akshaya centre, balal"
Kasaragod,Bandadukka,"Bandadukka - akshaya computer centre bandadka p.o. chengala via kasaragod"
Kasaragod,Bayyar,"Bayyar - akshaya e centre bayyar near vijaya bank building chipparapadavukasaragod"
Kasaragod,Bedadukka,"Bedadukka - akshaya e kendram munnad p.o. bedadukka kasargod"
Kasaragod,"Beemanadi Blocked Centre","Beemanadi Blocked Centre - akshaya e centre beemanadi panchayath nileshwar beemanadi p.o. kasaragod"
Kasaragod,Belikoth,"Belikoth - akshaya e centre vellikoth"
Kasaragod,"Belinja Blocked Centre","Belinja Blocked Centre - akshaya centre belijna kumbadaje"
Kasaragod,BHEEMANADY,"Bheemanady - akshaya e centre, panchayath shopping complex, bus stand, beemanady p o, kasaragod dist, pin 671314"
Kasaragod,BIRIKKULAM,"Birikkulam - birikkulam akshaya e kendram, kinanoor po, pin-671533, kasaragod"
Kasaragod,"Birikulam Blocked Centre","Birikulam Blocked Centre - akshaya centre birikulam"
Kasaragod,Bovikkanam,"Bovikkanam - akshaya ecentre main road thathwamasi complex bovikkanam p.o. muliyar kasaragod"
Kasaragod,Chattanchal,"Chattanchal - akshaya centre chattanchal"
Kasaragod,Cheemeni,"Cheemeni - cheemeni cheemeni"
Kasaragod,"Chemmattam Vayal","Chemmattam Vayal - akshaya centre chemmattamvayal"
Kasaragod,"Chengala Town","Chengala Town - microsys akshaya e centre airline complex cherkala p.o chengala kasaragod"
Kasaragod,Cherupanathady,"Cherupanathady - akshaya centre, cherupanathadi"
Kasaragod,CHERUVATHUR,"Cheruvathur - thushara complex,cheruvathur,671313"
Kasaragod,"Cheruvathur Blocked Centre","Cheruvathur Blocked Centre - cheruvathur town cheruvathur kasaragod"
Kasaragod,Chithari,"Chithari - akshaya centre chithari"
Kasaragod,Chittarikkal,"Chittarikkal - akshaya e centre chittarikal chittarikkal p.o. nileshwar via kasaragod"
Kasaragod,"Chittarikkal Town","Chittarikkal Town - akshaya chittarikkal, chittarikkal.p.o., kasaragod - 671326"
Kasaragod,CHULLI,"Chulli - chulli, near chulli church, chulli. post,balal grama panchayath, pin-671534, kasaragod"
Kasaragod,"Chullikkara Town","Chullikkara Town - akshaya centre chullikkara"
Kasaragod,"COLONY ROAD","Colony Road - akshayacommon service centrehousing colonythaikadappuram"
Kasaragod,"Convent Junction","Convent Junction - akshaya centre convent junction perol"
Kasaragod,Delampady,"Delampady - akshaya centre delampady"
Kasaragod,Edayilakkad,"Edayilakkad - akshaya e-centre, edayilakkad, valiyaparamba p.o, pin-671312, kasaragod"
Kasaragod,"Hosdurg Kadappuram","Hosdurg Kadappuram - akshaya e centre muslim league office building hosdurg kadappuram p.o. kasaragod"
Kasaragod,Kadamgod,"Kadamgod - akshaya centre kadangod, near village office, cheruvathur"
Kasaragod,Kadumeni,"Kadumeni - akshaya centre kadumeni kadumemni"
Kasaragod,Kaikottukadavu,"Kaikottukadavu - akshaya centr kaikottukadavu"
Kasaragod,Kalichanadukkam,"Kalichanadukkam - akshaya e- centre kalichanadukkam nileshwar via kasaragod-671314"
Kasaragod,"Kalikkadavu Junction","Kalikkadavu Junction - akshaya e-centre, nr.panchayath office, kalikkadavu junction."
Kasaragod,Kalloravi,"Kalloravi - akshaya e centre soumayas building kushal nagar kanhangad kasaragod"
Kasaragod,Kalyot,"Kalyot - akshaya centre kalyot"
Kasaragod,Kanathur,"Kanathur - akshaya centre kanthaur"
Kasaragod,Karindalam,"Karindalam - akshaya e centre chayyoth chayyoth p.o. nileshwar kasaragod"
Kasaragod,"Katheeb Nagar","Katheeb Nagar - akshaya centre pallam"
Kasaragod,Kattattadukka,"Kattattadukka - akshaya e centre opp. n.m.g. bank seethangoli kasargod"
Kasaragod,Kayyar,"Kayyar - akshaya centre kayyar"
Kasaragod,Kinningar,"Kinningar - akshaya e- kendrakinningar, kinningar p.o671534"
Kasaragod,Koliyadukka,"Koliyadukka - akshaya e centre koliyadukka p.o. paravanadukkam chemmanad kasaragod"
Kasaragod,Konnakkadu,"Konnakkadu - akshaya e centre konnakkad p.o. konnakkadu kasaragod"
Kasaragod,Kottachery,"Kottachery - akshaya e kendra rahmath coplex near petrol pumb kottachery kanhangad"
Kasaragod,"Kottachery Blcoked Centre","Kottachery Blcoked Centre - akshaya e centre anaswara complex p.o. hosdurg kanhangadkasaragod"
Kasaragod,Kottappuram,"Kottappuram - akshaya e-centre, p o kottappuramvia nileshwarkasaragod dt"
Kasaragod,Koyonkara,"Koyonkara - akshaya centre koyonkara"
Kasaragod,KUMBADAJE,"Kumbadaje - kumbadaje akshaya kendra, belinja yethadka post, kumbadaje panchayath, kasaragod"
Kasaragod,"Kumbala Town","Kumbala Town - akshaya e centre bhageerathi complex near sgk temple river road kumbala kasaragod"
Kasaragod,Kundamkuzhy,"Kundamkuzhy - akshaya e centre kundamkuzhy kunadamkuzhy p.o chengala via kasaragod"
Kasaragod,"Kunjathur Mada","Kunjathur Mada - akshaya centr kunjathur mada"
Kasaragod,"Kunnumkai Town","Kunnumkai Town - akshaya e centre kunnumkai west eleri nileshwar via kasaragod"
Kasaragod,KUNTAR,"Kuntar - kuntar post, adhur, mulleria , pin-671543, kasaragod"
Kasaragod,"Kuttikkol Town","Kuttikkol Town - universal akshaya e kendra kuttikkol kuttikkol p.o chengala via kasaragod"
Kasaragod,Madhur,"Madhur - akshaya centre madhur nr. panchayath office"
Kasaragod,MALAKKALLU,"Malakkallu - akshaya e centre malakkallu, malakkallu p o"
Kasaragod,"Malakkallu Blocked Centre","Malakkallu Blocked Centre - akshaya e centre mallakallu p.o kasargod"
Kasaragod,MALOM,"Malom - darkas po parappa viakasaragod671533"
Kasaragod,"Malom Town Blocked Centre","Malom Town Blocked Centre - akshaya ecentre malom darkas p.o. kasaragod"
Kasaragod,"Mangad Junction","Mangad Junction - akshaya e centre higher secondary school road udma p.o kasaragod"
Kasaragod,Mangalpady,"Mangalpady - akshaya janasevana kendra leader complex bandiyodu p.p mangalpady kasaragod"
Kasaragod,Manikoth,"Manikoth - akshaya e kendramnorth kottacherymanikoth p o"
Kasaragod,Manjeshwar,"Manjeshwar - akshaya e- centre m.m.plaza sindu computers manjeshwar p.o kasaragod"
Kasaragod,MANYA,"Manya - akshaya centre, kollangana, bela village, badiadaka gp, pin-671321, kasaragod"
Kasaragod,"Manya Blocked Centre","Manya Blocked Centre - akshaya centre manya"
