LG_ST_Code,State,LG_DT_Code,District,Pincode,RegistrationDate,EnterpriseName,CommunicationAddress,Activities
33,"TAMIL NADU",568,CHENNAI,600019,01/10/2021,"SRI SANTHANA MARIYAMMAL ENTERPRISE","No.11/3, ESANI MOORTHY, 2ND STREET, No.11/3, THIRUVOTTITUR, THIRUVALLUR","[{""NIC5DigitId"":""81100"",""Description"":""Combined facilities support activities""}]"
32,KERALA,556,IDUKKI,685605,01/10/2021,"M/S COCHIN STICKER WORLD","12/122, HANNA POLYMERS BUILDING, THODUPUZHA TO UDUMBANNOOR ROAD, 12/122, THODUPUZHA, THODUPUZHA","[{""NIC5DigitId"":""17099"",""Description"":""Manufacture of other paper products n.e.c.""}]"
28,"ANDHRA PRADESH",511,KURNOOL,518222,01/10/2021,"VENKATA RAMUDU","SHOP NO 5, VEGETABLE MARKET, DHONE, SHOP NO 5, DHONE, KURNOOL","[{""NIC5DigitId"":""46301"",""Description"":""Wholesale of fruits & vegetables""}]"
36,TELANGANA,685,KAMAREDDY,503111,01/10/2021,"AS TOUR'S AND TRAVELS","HNO 5-8-132, Na, Kamareddy, HNO 5-8-132, 40ward, Kamareddy","[{""NIC5DigitId"":""79110"",""Description"":""Travel agency activities""}]"
33,"TAMIL NADU",573,ERODE,638011,01/10/2021,"STYLE WALK","183, NIL, NASIYANUR ROAD, 183, NIL, ERODE","[{""NIC5DigitId"":""96098"",""Description"":""General household maintenance activities like grooming of the floor, dusting, cleaning of utensils etc.""}]"
27,MAHARASHTRA,490,PUNE,411052,01/10/2021,"OMKAR AUTOMOBILES","129/4, INDRAYANI NIWAS, NR BANK, 129/4, MALEWADI, PUNE","[{""NIC5DigitId"":""52109"",""Description"":""Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also included is storage of goods in foreign trade zones]""}]"
27,MAHARASHTRA,494,SATARA,415109,01/10/2021,"JAMIR BALEKHAN MULLA","AT POST KALGAON, UMBRAJ, KARAD, AT POST KALGAON, KARAD, SATARA","[{""NIC5DigitId"":""49231"",""Description"":""Motorised road freight transport""}]"
32,KERALA,558,KASARAGOD,671323,01/10/2021,"sanaga jewellery works","19, near railway station, udyavara, 19, manjeswaram, manjeshwaram","[{""NIC5DigitId"":""32111"",""Description"":""Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials""}]"
32,KERALA,566,THRISSUR,680004,01/10/2021,"M/S CHELOOR BIO-PHARMA & HEALTH CARE LIMITED","20/582, CHELOOR BIO PHARMA, DILKUSH LANE, 20/582, THRISSUR, THRISSUR","[{""NIC5DigitId"":""21003"",""Description"":""Manufacture of `ayurvedic’ or `unani’ pharmaceutical preparation""},{""NIC5DigitId"":""47721"",""Description"":""Retail sale of pharmaceuticals, medical and orthopaedic goods and toilet articles""}]"
29,KARNATAKA,527,BELAGAVI,591237,01/10/2021,"Riyaj Transport","1213, biroba mal, biroba mal, 1213, 1213, nipani","[{""NIC5DigitId"":""79900"",""Description"":""Other reservation service and related activities""}]"
27,MAHARASHTRA,472,BULDHANA,443112,01/10/2021,"GAJANAN KRUSHI UDYOG","SHIRADHON, SHIRADHON, MALKAPUR, SHIRADHON, SHIRADHON, MALKAPUR","[{""NIC5DigitId"":""46209"",""Description"":""Whole sale of other agriculture raw materials n.e.c.""}]"
8,RAJASTHAN,114,SIKAR,332411,01/10/2021,"NEKI RAM","WARD NO 11, DHANI TIBA WALI, ., WARD NO 11, BAVDI, KHANDELA","[{""NIC5DigitId"":""79900"",""Description"":""Other reservation service and related activities""}]"
32,KERALA,555,ERNAKULAM,683542,01/10/2021,"SOUBHAGYA LOTTERY AGENCY","PMC-XVII/1672, NEAR PRIVATE BUS STAND, NEAR PRIVATE BUS STAND, PMC-XVII/1672, PERUMBAVOOR, PERUMBAVOOR","[{""NIC5DigitId"":""47190"",""Description"":""Other retail sale in non-specialized stores""}]"
28,"ANDHRA PRADESH",506,GUNTUR,522034,01/10/2021,"VENKATESWARA TOBACCOS","131-2-292, TURPUBAZAR, GORANTLA, 131-2-292, GORANTLA, GUNTUR","[{""NIC5DigitId"":""12001"",""Description"":""Stemming and redrying of tobacco""}]"
2,"HIMACHAL PRADESH",24,SIRMAUR,173023,01/10/2021,"Thakur Electrical","118, Sangrah, Near SBI Bank Sangrah, 118, Sangrah, Sangrah","[{""NIC5DigitId"":""23934"",""Description"":""Manufacture of electrical insulators and insulating fittings of ceramics""}]"
36,TELANGANA,518,"RANGA REDDI",501511,01/10/2021,"KSR FRESH CHICKEN MARKET","H.NO.4-4/36/A/1, MUNAGANOOR, HYDEARABAD, H.NO.4-4/36/A/1, HYDEARABAD, HYDEARABAD","[{""NIC5DigitId"":""10101"",""Description"":""Mutton-slaughtering, preparation""}]"
33,"TAMIL NADU",733,Tenkasi,627759,01/10/2021,"SRS CONSTRUCTIONS","33B, 0, COLUMBU STREET, 33B, 0, KRISHNAPURAM KADAYANALLUR","[{""NIC5DigitId"":""32909"",""Description"":""Manufacture of other articles n.e.c.""}]"
1,"JAMMU AND KASHMIR",624,SAMBA,184145,01/10/2021,"TANU BEAUTY PARLOUR","RAJPURA, RAJPURA, RAJPURA, RAJPURA, SAMBA, SAMBA","[{""NIC5DigitId"":""96020"",""Description"":""Hairdressing and other beauty treatment""}]"
27,MAHARASHTRA,469,AURANGABAD,431003,01/10/2021,"SHIVA BHOJANALAY","E-4/5, A-120, N-6 CIDCO, E-4/5, SAMBHAJI COLONY, AURANGABAD","[{""NIC5DigitId"":""10799"",""Description"":""Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)""}]"
27,MAHARASHTRA,481,LATUR,413512,01/10/2021,"Sri Venkatesh Solar Solutions","SOHAM, BEHIND PARIJAT MANGAL KARYALAY, AUSA ROAD, RAM NAGAR, SOHAM, LATUR, LATUR","[{""NIC5DigitId"":""74909"",""Description"":""Other professional, scientific and technical activities n.e.c.""},{""NIC5DigitId"":""74909"",""Description"":""Other professional, scientific and technical activities n.e.c.""},{""NIC5DigitId"":""35105"",""Description"":""Electric power generation using solar energy""}]"
5,UTTARAKHAND,49,DEHRADUN,248001,01/10/2021,"ARYAN ENTERPRISES","KHASRA NO 300, 0, SAHASTRADHARA ROAD, KHASRA NO 300, DO BACCHI, DANDA GUDANWALA, DEHARDUN","[{""NIC5DigitId"":""45300"",""Description"":""Sale of motor vehicle parts and accessories""},{""NIC5DigitId"":""45402"",""Description"":""Wholesale or retail sale of parts and accessories of motorcycles, mopeds, scooters and three wheelers""}]"
8,RAJASTHAN,86,AJMER,305801,01/10/2021,"BUILIDING CONTRACTOR","REGARAN MOHALLA,, REGARAN MOHALLA, BARANA, REGARAN MOHALLA,, KISHANGARH, KISHANGARH","[{""NIC5DigitId"":""96098"",""Description"":""General household maintenance activities like grooming of the floor, dusting, cleaning of utensils etc.""}]"
19,"WEST BENGAL",307,BIRBHUM,731222,01/10/2021,"M/S M.S ENTERPRISE","Jitpur, Jitpur, Gopalpur, Jitpur, Murarai, Rajgram","[{""NIC5DigitId"":""05201"",""Description"":""Opencast mining of lignite (brown coal)""}]"
27,MAHARASHTRA,480,KOLHAPUR,416203,01/10/2021,"AKSHARA E-WHEELS","448/B 2, MANE NAGAR, MAIN ROAD, 448/B 2, RENDAL, RENDAL","[{""NIC5DigitId"":""45401"",""Description"":""Wholesale or retail sale of new motorcycles, mopeds, scooters and three wheelers""}]"
33,"TAMIL NADU",569,COIMBATORE,641301,01/10/2021,"HOTEL ARYASS","NO.378, METTUPALAYAM, OOTY MAIN ROAD, NO.378, METTUPALAYAM, METTUPALAYAM","[{""NIC5DigitId"":""55101"",""Description"":""Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats""}]"
3,PUNJAB,30,"FATEHGARH SAHIB",141801,01/10/2021,"kissan Agro Chemicals","-, kissan Agro Chemicals, KHANNA ROAD, -, ., FATEHGARH SAHIB","[{""NIC5DigitId"":""20123"",""Description"":""Manufacture of associated nitrogen products (nitric and sulphonitric acids, ammonia, ammonium chloride, ammonium carbonate, nitrites and nitrates of potassium)""},{""NIC5DigitId"":""20129"",""Description"":""Manufacture of other fertilizers n.e.c.""}]"
19,"WEST BENGAL",664,ALIPURDUAR,736121,01/10/2021,"AMITAVA METAL STORES","BABUPARA, ALIPURDUAR, ALIPURDUAR, BABUPARA, ALIPURDUAR, ALIPURDUAR","[{""NIC5DigitId"":""87900"",""Description"":""Other residential care activities n.e.c.""}]"
27,MAHARASHTRA,487,NASHIK,422002,01/10/2021,"SWAPNIL JAIN & ASSOCIATES","FLAT NO.09, AMIZARNA APT, BACK TO CITY PRIDE HOTEL, FLAT NO.09, TILAKWADI, NASHIK","[{""NIC5DigitId"":""69201"",""Description"":""Accounting, bookkeeping and auditing activities""},{""NIC5DigitId"":""69202"",""Description"":""Tax consultancy""}]"
22,CHHATTISGARH,387,RAIPUR,492001,01/10/2021,"SHRADHA ELECTRICALS AND COOLER HOUSE","C/O SATYA GHOTE, SATYA GHOTE, DD NAGAR, C/O SATYA GHOTE, HANUMAN MANDIR, RAIPUR","[{""NIC5DigitId"":""46593"",""Description"":""Wholesale of electrical machinery, equipment and supplies, n.e.c.""}]"
33,"TAMIL NADU",576,KARUR,639201,01/10/2021,"DHARSHINI XEROX AND GENERAL STORE","11, PALLAVAN BANK BUILDING, DHARGA STREET, 11, ARAVAKURICHII, ARAVAKURICHI","[{""NIC5DigitId"":""47190"",""Description"":""Other retail sale in non-specialized stores""}]"
9,"UTTAR PRADESH",183,SITAPUR,261121,01/10/2021,"ARTI GUPTA MISHTHAN BHANDAR","0, ARTI GUPTA MISHTHAN, PIPARJHALA ROAD, 0, HARGAON, SITAPUR","[{""NIC5DigitId"":""47215"",""Description"":""Retail sale of sugar confectionery and sweetmeat""}]"
9,"UTTAR PRADESH",152,JAUNPUR,222133,01/10/2021,"SUSHIL FILING STATION","00 BITHAR, CHORASAND GAURABADSHAHPUR, JAUNPUR, 00 BITHAR, JAUNPUR, JAUNPUR","[{""NIC5DigitId"":""96098"",""Description"":""General household maintenance activities like grooming of the floor, dusting, cleaning of utensils etc.""}]"
27,MAHARASHTRA,494,SATARA,415110,01/10/2021,"JADHAV MINERALS","354, ANUSMRUTI ,RETHAREKAR COLONY, karad, 354, --, karad","[{""NIC5DigitId"":""23999"",""Description"":""Manufacture of other non-metallic mineral products n.e.c. (includes asbestos yarn and fabric, and articles of asbestos yarn and fabric such as clothing, headgear, footwear, cord, string, paper o felt; friction material with a basis of asbestos or other mineral substances or of cellulose including unmounted articles such as friction material; mineral insulating material (slag wool, rockwool and similar mineral wools, exfoliated vermiculite, expanded clays and similar insulating material); products of glass wool for heat-insulating; articles of asphalt or of similar material (e.g. coal tar pitch), gypsum and articles of other mineral substances)""}]"
27,MAHARASHTRA,482,"MUMBAI ",400092,01/10/2021,"M/S MERA MECH PRIVATE LIMITED","102 BORIVALI, SAHAKAR NIKETAN (ANURADHA), CHSL EKSAR ROAD, 102 BORIVALI, 102 BORIVALI, MUMBAI","[{""NIC5DigitId"":""45403"",""Description"":""Maintenance and repair of motor cycles, mopeds, scooters and three wheelers""}]"
33,"TAMIL NADU",580,NAMAKKAL,637408,01/10/2021,"AMMAN BRIYANI","83/1, PAVATHA KOVIL STREET, RASIPURAM, 83/1, RASIPURAM, NAMAKKAL","[{""NIC5DigitId"":""56291"",""Description"":""Activities of food service contractors (e.g. for transportation companies)""}]"
27,MAHARASHTRA,490,PUNE,411057,01/10/2021,"MAHABALESHWAR TRANSPORT","-, Maan, Maan, -, Mulshi, Pune","[{""NIC5DigitId"":""49229"",""Description"":""Other non urban passenger land transport n.e.c.""}]"
9,"UTTAR PRADESH",169,MEERUT,250001,01/10/2021,"M/S AAIRAH UNITED (OPC) PRIVATE LIMITED","D7, NATESH PURAM, SARDHANA ROAD, D7, WARD NO 8, MEERUT","[{""NIC5DigitId"":""56102"",""Description"":""Cafeterias, fast-food restaurants and other food preparation in market stalls""}]"
27,MAHARASHTRA,493,SANGLI,416310,01/10/2021,"SP MENS WEAR","Palus, Palus, Palus, Palus, Palus, Palus","[{""NIC5DigitId"":""47711"",""Description"":""Retail sale of readymade garments, hosiery goods, other articles of clothing and clothing accessories such as gloves, ties, braces etc.""}]"
27,MAHARASHTRA,487,NASHIK,422008,01/10/2021,"PARADISE GIFT SHOPEE","SHOP NO.6, ANUDEEP CO-OP HSG.SOCIETY, NEW NASHIK, SHOP NO.6, KAMATWADA, NASHIK","[{""NIC5DigitId"":""47722"",""Description"":""Retail sale of perfumery and cosmetic articles""}]"
34,PUDUCHERRY,600,PONDICHERRY,605004,01/10/2021,"MONICA  SAREES CENTRE","PLOT NO 61`, MONICA  SAREES CENTRE, FIFTH CROSS STREET, PLOT NO 61`, VASANTHA NAGAR, MUDALIARPET","[{""NIC5DigitId"":""47510"",""Description"":""Retail sale of textiles in specialized stores""}]"
33,"TAMIL NADU",568,CHENNAI,600042,01/10/2021,"Link and logic institute","28/1, ., VANDIKARAN STREET,MADUVANKARAI, 28/1, ., CHENNAI","[{""NIC5DigitId"":""85491"",""Description"":""Academic tutoring services""},{""NIC5DigitId"":""85500"",""Description"":""Educational support services""}]"
27,MAHARASHTRA,490,PUNE,411047,01/10/2021,"M/S SADGURU CONSTRUCTIONS","175, YASHOGAN COMPLEX, OPPOSITE RAYBA TALIM, 175, ., PUNE","[{""NIC5DigitId"":""42203"",""Description"":""Construction of long distance pipelines or urban pipelines""},{""NIC5DigitId"":""42903"",""Description"":""Construction of dams etc.""},{""NIC5DigitId"":""41002"",""Description"":""Activities relating to alteration, addition, repair, maintenance carried out on own-account basis or on a fee or contract basis""},{""NIC5DigitId"":""42101"",""Description"":""Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways""}]"
33,"TAMIL NADU",592,TIRUNELVELI,627001,01/10/2021,"MATHIBALAN M","25D/18, STN BUILDING, SH HIGH ROAD, 25D/18, SRI PURAM, TIRUNELVELI","[{""NIC5DigitId"":""61309"",""Description"":""Other satellite telecommunications activities""}]"
21,ODISHA,348,BHADRAK,756127,01/10/2021,"MAHAVEER STORE","DOLASAHI, BARIK CHHAK, DOLASAHI, DOLASAHI, BHADRAK, BHADRAK","[{""NIC5DigitId"":""66290"",""Description"":""Other activities auxiliary to insurance and pension funding""}]"
27,MAHARASHTRA,466,AHMEDNAGAR,422605,01/10/2021,"SHRI PURUSHOTTAM DILIP TANDALE","KOLHAR GHOTI HIGHWAY, OPP HOTEL TARANG, SANGAMNER, KOLHAR GHOTI HIGHWAY, SANGAMNER, SANGAMNER","[{""NIC5DigitId"":""56101"",""Description"":""Restaurants without bars""},{""NIC5DigitId"":""56102"",""Description"":""Cafeterias, fast-food restaurants and other food preparation in market stalls""}]"
19,"WEST BENGAL",309,DARJEELING,734004,01/10/2021,"Safety Sign","H/V/721/A, ., Ananda Mohan Bose Road, H/V/721/A, ., Siliguri","[{""NIC5DigitId"":""32909"",""Description"":""Manufacture of other articles n.e.c.""}]"
6,HARYANA,76,YAMUNANAGAR,133103,01/10/2021,"M/S KHATU SHYAM FRUIT COMPANY","0, M/S KHATU SHYAM FRUIT COMPANY, THANA CHHAPPER SARASWATI NAGAR, 0, MUSTAFABAD, VP MUSTAFABAD","[{""NIC5DigitId"":""10309"",""Description"":""Preservation of fruit and vegetables n.e.c.""}]"
7,DELHI,85,WEST,110059,01/10/2021,"Golden silk fashion studio","-, Wz-23 a tikona park, , uttam nagar, -, -, Delhi","[{""NIC5DigitId"":""14105"",""Description"":""Custom tailoring""}]"
33,"TAMIL NADU",591,TIRUCHIRAPPALLI,621214,01/10/2021,RAVI,"NO 34/2, WEST PALLAR THERU, WEST PALLAR THERU, NO 34/2, NO 34/2, MUSIRI","[{""NIC5DigitId"":""49211"",""Description"":""Urban or suburban passenger bus transport (excluding chartered bus)""}]"
8,RAJASTHAN,117,UDAIPUR,313011,01/10/2021,"JOGMAYA CONSTRUCTION / VIRENDRA SINGH DULAWAT","OPP TO POWERHOUSE, MAIN ROAD, ,, OPP TO POWERHOUSE, ,, UDAIPUR","[{""NIC5DigitId"":""41001"",""Description"":""Construction of buildings carried out on own-account basis or on a fee or contract basis""}]"
9,"UTTAR PRADESH",131,BASTI,272163.0,11/04/2022,"M/S FIVE STAR TRADERS","MUSLIM PIKOLIYA, MUSLIM PIKOLIYA, MUSLIM PIKOLIYA, MUSLIM PIKOLIYA, GAUR, BASTI","[{""NIC5DigitId"":""47521"",""Description"":""Retail sale of building material such as bricks, wood, sanitary equipment""}]"
27,MAHARASHTRA,466,AHMEDNAGAR,414502.0,11/04/2022,"SUVARNBINDU TRADING COMPANY","LAXMINARAYAN COMPLEX, SUSARE PHATA, SHEVGAON ROAD, LAXMINARAYAN COMPLEX, AHMEDNAGAR, SHEVGAON","[{""NIC5DigitId"":""29304"",""Description"":""Manufacture of motor vehicle electrical equipment, such as generators, alternators, spark plugs, ignition wiring harnesses, power window and door systems, assembly of purchased gauges into instrument panels, voltage regulators, etc""},{""NIC5DigitId"":""19201"",""Description"":""Production of liquid and gaseous fuels, illuminating oils, lubricating oils or greases or other products from crude petroleum or bituminous minerals""},{""NIC5DigitId"":""46209"",""Description"":""Whole sale of other agriculture raw materials n.e.c.""}]"
23,"MADHYA PRADESH",416,MANDSAUR,458883.0,11/04/2022,"SATISH KHAD BIJ BHANDAR","01, KURAVAN ROAD, SHAMGARH, 01, GAROTH, SHAMGARH","[{""NIC5DigitId"":""46692"",""Description"":""Wholesale of fertilizers and agrochemical products""}]"
29,KARNATAKA,525,"BENGALURU (URBAN)",560058.0,11/04/2022,"RAGINI CREATIONS","198, ., Laggere Main Road, 198, ., Bangalore","[{""NIC5DigitId"":""22209"",""Description"":""Manufacture of other plastics products n.e.c""}]"
28,"ANDHRA PRADESH",503,CHITOOR,517501.0,11/04/2022,"CAN PUBLICATIONS","18-7-1B, Prasanthi Nagar, Prasanthi Nagar, 18-7-1B, 18-7-1B, Tirupati","[{""NIC5DigitId"":""58111"",""Description"":""Publishing of books, brochures, leaflets and similar publications, including publishing encyclopedias (including on CD-ROM)""}]"
27,MAHARASHTRA,490,PUNE,411028.0,11/04/2022,"DD Enterprises","S.N 15, Vitthal nagar, near Vitthal mandir, S.N 15, Vitthal nagar, pune","[{""NIC5DigitId"":""56292"",""Description"":""Operation of canteens or (e.g. for factories, offices, hospitals or schools) on a concession basis""}]"
27,MAHARASHTRA,473,CHANDRAPUR,441206.0,11/04/2022,"MAHESH KEVALRAM TIKLE","., Christanand Chauk, Bramhapuri, Nagbhid Road, ., Bramhapuri, Bramhapuri","[{""NIC5DigitId"":""47190"",""Description"":""Other retail sale in non-specialized stores""}]"
24,GUJARAT,438,AHMADABAD,380060.0,11/04/2022,"ZON INC","15, DREAMVILLA BUNGLOWS, KALHAR EXOTICA ROAD, 15, SOLA, AHMEDABAD","[{""NIC5DigitId"":""35105"",""Description"":""Electric power generation using solar energy""}]"
29,KARNATAKA,545,MYSURU,571130.0,11/04/2022,"RATHI T S","#466/2, AIANGAR STREET, ELWALA, #466/2, ELWALA POST AND HOBALI, MYSURU","[{""NIC5DigitId"":""55901"",""Description"":""Accommodation provided by student residences, school dormitories""}]"
28,"ANDHRA PRADESH",503,CHITOOR,517505.0,11/04/2022,"SKS  ASSOCIATE TRANSPORT","D No 5-5, Madiga palli, Paidipalle, D No 5-5, Paidipalle Village, Tirupati","[{""NIC5DigitId"":""49231"",""Description"":""Motorised road freight transport""}]"
8,RAJASTHAN,117,UDAIPUR,313001.0,11/04/2022,"Always Ad Agency","564, OTC Scheme, Opp. Bihara Masjid, 564, Mulla Talai, Udaipur","[{""NIC5DigitId"":""73100"",""Description"":""Advertising""}]"
27,MAHARASHTRA,473,CHANDRAPUR,441206.0,11/04/2022,DENTERA,"Rukhmini Nagar, Meshram House, Armori Road, Rukhmini Nagar, Bramhapuri, Bramhapuri","[{""NIC5DigitId"":""86100"",""Description"":""Hospital activities""},{""NIC5DigitId"":""86201"",""Description"":""Medical practice activities""},{""NIC5DigitId"":""86909"",""Description"":""Other human health activities n.e.c. (including independent ambulance activities)""}]"
33,"TAMIL NADU",576,KARUR,639003.0,11/04/2022,"R P MOHAN","21, KAVERI NAGAR 2ND STREET, KARUR, 21, KARUR, KARUR","[{""NIC5DigitId"":""47593"",""Description"":""Retail sale of gas stoves, cooking\/kitchen appliances""},{""NIC5DigitId"":""64910"",""Description"":""Financial leasing""}]"
19,"WEST BENGAL",314,JALPAIGURI,735101.0,11/04/2022,"RADHA KRISHNA STORES","NA, NA, SEN PARA, NA, NA, JALPAIGURI","[{""NIC5DigitId"":""47211"",""Description"":""Retail sale of cereals and pulses, tea, coffee, spices and flour""}]"
24,GUJARAT,673,MORBI,363641.0,11/04/2022,"BHARATBHAI PUNJABHAI KAROTARA","Bela Rangpar, Bela Rangpar, Morbi, Bela Rangpar, 01, Morbi","[{""NIC5DigitId"":""52219"",""Description"":""Other land transport services n.e.c""}]"
23,"MADHYA PRADESH",426,SATNA,485001.0,11/04/2022,"Maa bhwani kirana store","Khuthi gali no 2, satna, satna, Khuthi gali no 2, sohawal, satna","[{""NIC5DigitId"":""10203"",""Description"":""Radiation preservation of fish and similar food""}]"
23,"MADHYA PRADESH",412,JHABUA,457661.0,11/04/2022,"DILIP DAMOR","JHABUA, BAMANSEMLIYA, BAMANSEMLIYA, JHABUA, JHABUA, JHABUA","[{""NIC5DigitId"":""16212"",""Description"":""Manufacture of particle board and fibreboard including densified wood""}]"
27,MAHARASHTRA,482,"MUMBAI ",400067.0,11/04/2022,"The Pigeon store","701, Jeevan heights, Bandar pakhadi road,, 701, -, Mumbai","[{""NIC5DigitId"":""82990"",""Description"":""Other business support service activities n.e.c.""}]"
33,"TAMIL NADU",568,CHENNAI,600073.0,11/04/2022,"M/S NEW GENERATION AUTOMOTIVE","NO. 185, NIL, VELACHERY MAIN ROAD, NO. 185, NIL, CHENNAI","[{""NIC5DigitId"":""22199"",""Description"":""Manufacture of other rubber products n.e.c.""},{""NIC5DigitId"":""23102"",""Description"":""Manufacture of glass fibre (including glass-wool) and yarn of glass fibre; nonwoven glass fabrics, mats, boards and similar non-woven products""},{""NIC5DigitId"":""29301"",""Description"":""Manufacture of diverse parts and accessories for motor vehecles sucs as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering olumns and steering boxes etc.""},{""NIC5DigitId"":""29302"",""Description"":""Manufacture of parts and accessories of bodies for motor vehicles such as safety belts, airbags, doors, bumpers""},{""NIC5DigitId"":""29303"",""Description"":""Manufacture of car seats""},{""NIC5DigitId"":""32909"",""Description"":""Manufacture of other articles n.e.c.""},{""NIC5DigitId"":""52109"",""Description"":""Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also included is storage of goods in foreign trade zones]""},{""NIC5DigitId"":""74109"",""Description"":""Other specialized design activities n.e.c.""},{""NIC5DigitId"":""43303"",""Description"":""Interior and exterior painting, glazing, plastering and decorating of buildings or civil engineering structures""},{""NIC5DigitId"":""15129"",""Description"":""Manufacture of other consumer goods of leather and substitutes of leather n.e.c.""},{""NIC5DigitId"":""29101"",""Description"":""Manufacture of passenger cars""}]"
27,MAHARASHTRA,490,PUNE,411028.0,11/04/2022,"K S B FRUITS SUPPLIER","PUNE PETH, HADAPSAR, S NO. 45, CHINTAMANI NAGAR, HADAPSAR, PUNE PETH, HADAPSAR, HAVELI, PUNE","[{""NIC5DigitId"":""46301"",""Description"":""Wholesale of fruits & vegetables""}]"
27,MAHARASHTRA,479,JALNA,431507.0,11/04/2022,"Hotel Neema","1, Ashti Bustand, Bustand Ashti, 1, Partur, Ashti","[{""NIC5DigitId"":""56292"",""Description"":""Operation of canteens or (e.g. for factories, offices, hospitals or schools) on a concession basis""}]"
27,MAHARASHTRA,490,PUNE,411047.0,11/04/2022,"MAHADEV HARDWARE AND ELECTRICALS","SHIV PALACE SHOP NO3, SURVEY NO 302 LANE NO 2, D Y PATIL ROAD, SHIV PALACE SHOP NO3, HAVELI, PUNE","[{""NIC5DigitId"":""47522"",""Description"":""Retail sale of hardware including paints, varnishes and lacquers and do - it - yourself materials and equipments""},{""NIC5DigitId"":""47599"",""Description"":""Retail sale of other household appliances n.e.c. ( security systems, such as locking devices, safes, and vaults, without installation or maintenance services etc. , wooden, cork and wickerwork goods, sewing and knitting machine and other household utensils and durables n.e.c.)""}]"
33,"TAMIL NADU",568,CHENNAI,600067.0,11/04/2022,"YUVANESH TRAVELS","S/598/5, T P K COMPLEX, OLD GNT ROAD, S/598/5, FIRST FLOOR, CHENNAI","[{""NIC5DigitId"":""79120"",""Description"":""Tour operator activities""}]"
19,"WEST BENGAL",317,"EAST MEDINIPUR",721429.0,11/04/2022,"M/S  ASHA VARIETIES  STORES","EGRA 1, GOKULPUR, KAINTHORE, EGRA 1, EGRA 1, EGRA","[{""NIC5DigitId"":""47211"",""Description"":""Retail sale of cereals and pulses, tea, coffee, spices and flour""}]"
9,"UTTAR PRADESH",157,"KANPUR NAGAR",209306.0,11/04/2022,"M/S RAJPUT PETROLEUM","Rasulabad Tahsil, Gata no-4374 kha area 1537, ., Rasulabad Tahsil, Rasulabad, KANPUR DEHAT","[{""NIC5DigitId"":""47300"",""Description"":""Retail sale of automotive fuel in specialized stores [includes the activity of petrol filling stations.""},{""NIC5DigitId"":""06101"",""Description"":""Off shore Extraction of crude petroleum""}]"
9,"UTTAR PRADESH",162,LUCKNOW,226003.0,11/04/2022,"SAIRA ENTERPRISES","SHOP NO. 4, SBS COMPLEX SARDAR NAGAR, BEHIND LAL MAJID BALAGANJ, SHOP NO. 4, BALAGANJ, LUCKNOW","[{""NIC5DigitId"":""46413"",""Description"":""Wholesale of footwear""},{""NIC5DigitId"":""46522"",""Description"":""Wholesale of radio, television and other consumer electronics including CD\/DVD players and recorders""}]"
19,"WEST BENGAL",704,"PASCHIM BARDHAMAN",713216.0,11/04/2022,"P D ENTERPRISE","B/18, NANDALAL BITHI, NANDALAL BITHI, B/18, DURGAPUR, DURGAPUR","[{""NIC5DigitId"":""77303"",""Description"":""Renting and operational leasing of construction and civil-engineering machinery and equipment without operator""},{""NIC5DigitId"":""77309"",""Description"":""Renting and leasing of other machinery and equipment n.e.c. without operator""}]"
21,ODISHA,357,JHARSUGUDA,768213.0,11/04/2022,"SUDHIR KUMAR SAHU","BAIRAGIDIHI, BAIRAGIDIHI, MALIDIHI, BAIRAGIDIHI, KOLABIRA, JHARSUGUDA","[{""NIC5DigitId"":""47722"",""Description"":""Retail sale of perfumery and cosmetic articles""},{""NIC5DigitId"":""14105"",""Description"":""Custom tailoring""}]"
24,GUJARAT,448,JUNAGADH,362001.0,11/04/2022,"MUSKAN PLASTIC","PLOT NO 1690, MUSKAN PLASTIC, SABALPUR, PLOT NO 1690, G I D C 2, JUNAGADH","[{""NIC5DigitId"":""20131"",""Description"":""Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)""}]"
29,KARNATAKA,528,BALLARI,583101.0,11/04/2022,"Cauvery Flowtech","T S No 828 O1B 3, Plot No 1 and 2, Bellary, T S No 828 O1B 3, Bellary, Bellary","[{""NIC5DigitId"":""46633"",""Description"":""Wholesale of hardware and sanitary fittings and fixtures and flat glass including tools such as hammers, saws, screwdrivers and other hand tools""},{""NIC5DigitId"":""24311"",""Description"":""Manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron\/ cast-steel""}]"
